ZIP,COUNTYNAME,STATE
99530,Anchorage Municipality,AK
99599,Anchorage Municipality,AK
99506,Anchorage Municipality,AK
99540,Anchorage Municipality,AK
99510,Anchorage Municipality,AK
99501,Anchorage Municipality,AK
99505,Anchorage Municipality,AK
99509,Anchorage Municipality,AK
99504,Anchorage Municipality,AK
99519,Anchorage Municipality,AK
99522,Anchorage Municipality,AK
99515,Anchorage Municipality,AK
99507,Anchorage Municipality,AK
99514,Anchorage Municipality,AK
99511,Anchorage Municipality,AK
99513,Anchorage Municipality,AK
99681,Bethel Census Area,AK
99621,Bethel Census Area,AK
99551,Bethel Census Area,AK
99656,Bethel Census Area,AK
99557,Bethel Census Area,AK
99668,Bethel Census Area,AK
99559,Bethel Census Area,AK
99575,Bethel Census Area,AK
99630,Bethel Census Area,AK
99641,Bethel Census Area,AK
99614,Bethel Census Area,AK
99626,Bethel Census Area,AK
99561,Bethel Census Area,AK
99637,Bethel Census Area,AK
99679,Bethel Census Area,AK
99651,Bethel Census Area,AK
99609,Bethel Census Area,AK
99690,Bethel Census Area,AK
99545,Bethel Census Area,AK
99607,Bethel Census Area,AK
99680,Bethel Census Area,AK
99578,Bethel Census Area,AK
99634,Bethel Census Area,AK
99655,Bethel Census Area,AK
99589,Bethel Census Area,AK
99622,Bethel Census Area,AK
99552,Bethel Census Area,AK
99613,Bristol Bay Borough,AK
99633,Bristol Bay Borough,AK
99670,Bristol Bay Borough,AK
99729,Denali Borough,AK
99744,Denali Borough,AK
99743,Denali Borough,AK
99755,Denali Borough,AK
99628,Dillingham Census Area,AK
99576,Dillingham Census Area,AK
99580,Dillingham Census Area,AK
99569,Dillingham Census Area,AK
99636,Dillingham Census Area,AK
99678,Dillingham Census Area,AK
99555,Dillingham Census Area,AK
99707,Fairbanks North Star Borough,AK
99709,Fairbanks North Star Borough,AK
99712,Fairbanks North Star Borough,AK
99714,Fairbanks North Star Borough,AK
99701,Fairbanks North Star Borough,AK
99775,Fairbanks North Star Borough,AK
99790,Fairbanks North Star Borough,AK
99706,Fairbanks North Star Borough,AK
99703,Fairbanks North Star Borough,AK
99705,Fairbanks North Star Borough,AK
99708,Fairbanks North Star Borough,AK
99725,Fairbanks North Star Borough,AK
99702,Fairbanks North Star Borough,AK
99827,Haines Borough,AK
99820,Hoonah-Angoon Census Area,AK
99841,Hoonah-Angoon Census Area,AK
99829,Hoonah-Angoon Census Area,AK
99825,Hoonah-Angoon Census Area,AK
99832,Hoonah-Angoon Census Area,AK
99826,Hoonah-Angoon Census Area,AK
99811,Juneau City and Borough,AK
99801,Juneau City and Borough,AK
99824,Juneau City and Borough,AK
99611,Kenai Peninsula Borough,AK
99556,Kenai Peninsula Borough,AK
99631,Kenai Peninsula Borough,AK
99663,Kenai Peninsula Borough,AK
99568,Kenai Peninsula Borough,AK
99639,Kenai Peninsula Borough,AK
99664,Kenai Peninsula Borough,AK
99682,Kenai Peninsula Borough,AK
99572,Kenai Peninsula Borough,AK
99610,Kenai Peninsula Borough,AK
99605,Kenai Peninsula Borough,AK
99635,Kenai Peninsula Borough,AK
99672,Kenai Peninsula Borough,AK
99669,Kenai Peninsula Borough,AK
99603,Kenai Peninsula Borough,AK
99928,Ketchikan Gateway Borough,AK
99901,Ketchikan Gateway Borough,AK
99644,Kodiak Island Borough,AK
99643,Kodiak Island Borough,AK
99608,Kodiak Island Borough,AK
99624,Kodiak Island Borough,AK
99550,Kodiak Island Borough,AK
99615,Kodiak Island Borough,AK
99579,Lake and Peninsula Borough,AK
99565,Lake and Peninsula Borough,AK
99625,Lake and Peninsula Borough,AK
99564,Lake and Peninsula Borough,AK
99549,Lake and Peninsula Borough,AK
99653,Lake and Peninsula Borough,AK
99640,Lake and Peninsula Borough,AK
99649,Lake and Peninsula Borough,AK
99548,Lake and Peninsula Borough,AK
99606,Lake and Peninsula Borough,AK
99647,Lake and Peninsula Borough,AK
99648,Lake and Peninsula Borough,AK
99674,Matanuska-Susitna Borough,AK
99676,Matanuska-Susitna Borough,AK
99645,Matanuska-Susitna Borough,AK
99623,Matanuska-Susitna Borough,AK
99654,Matanuska-Susitna Borough,AK
99694,Matanuska-Susitna Borough,AK
99687,Matanuska-Susitna Borough,AK
99652,Matanuska-Susitna Borough,AK
99683,Matanuska-Susitna Borough,AK
99688,Matanuska-Susitna Borough,AK
99667,Matanuska-Susitna Borough,AK
99784,Nome Census Area,AK
99739,Nome Census Area,AK
99785,Nome Census Area,AK
99771,Nome Census Area,AK
99783,Nome Census Area,AK
99684,Nome Census Area,AK
99778,Nome Census Area,AK
99762,Nome Census Area,AK
99742,Nome Census Area,AK
99671,Nome Census Area,AK
99753,Nome Census Area,AK
99659,Nome Census Area,AK
99769,Nome Census Area,AK
99772,Nome Census Area,AK
99734,North Slope Borough,AK
99791,North Slope Borough,AK
99747,North Slope Borough,AK
99723,North Slope Borough,AK
99759,North Slope Borough,AK
99766,North Slope Borough,AK
99782,North Slope Borough,AK
99721,North Slope Borough,AK
99789,North Slope Borough,AK
99761,Northwest Arctic Borough,AK
99763,Northwest Arctic Borough,AK
99750,Northwest Arctic Borough,AK
99727,Northwest Arctic Borough,AK
99752,Northwest Arctic Borough,AK
99751,Northwest Arctic Borough,AK
99736,Northwest Arctic Borough,AK
99773,Northwest Arctic Borough,AK
99770,Northwest Arctic Borough,AK
99749,Northwest Arctic Borough,AK
99786,Northwest Arctic Borough,AK
99833,Petersburg Census Area,AK
99830,Petersburg Census Area,AK
99836,Petersburg Census Area,AK
99927,Prince of Wales-Hyder Census Area,AK
99926,Prince of Wales-Hyder Census Area,AK
99919,Prince of Wales-Hyder Census Area,AK
99918,Prince of Wales-Hyder Census Area,AK
99921,Prince of Wales-Hyder Census Area,AK
99925,Prince of Wales-Hyder Census Area,AK
99922,Prince of Wales-Hyder Census Area,AK
99923,Prince of Wales-Hyder Census Area,AK
99835,Sitka City and Borough,AK
99840,Skagway Municipality,AK
99764,Southeast Fairbanks Census Area,AK
99738,Southeast Fairbanks Census Area,AK
99776,Southeast Fairbanks Census Area,AK
99731,Southeast Fairbanks Census Area,AK
99780,Southeast Fairbanks Census Area,AK
99732,Southeast Fairbanks Census Area,AK
99737,Southeast Fairbanks Census Area,AK
99588,Valdez-Cordova Census Area,AK
99586,Valdez-Cordova Census Area,AK
99677,Valdez-Cordova Census Area,AK
99574,Valdez-Cordova Census Area,AK
99566,Valdez-Cordova Census Area,AK
99573,Valdez-Cordova Census Area,AK
99686,Valdez-Cordova Census Area,AK
99693,Valdez-Cordova Census Area,AK
99620,Wade Hampton Census Area,AK
99658,Wade Hampton Census Area,AK
99650,Wade Hampton Census Area,AK
99585,Wade Hampton Census Area,AK
99666,Wade Hampton Census Area,AK
99581,Wade Hampton Census Area,AK
99604,Wade Hampton Census Area,AK
99632,Wade Hampton Census Area,AK
99662,Wade Hampton Census Area,AK
99657,Wade Hampton Census Area,AK
99554,Wade Hampton Census Area,AK
99563,Wade Hampton Census Area,AK
99903,Wrangell City and Borough,AK
99929,Wrangell City and Borough,AK
99689,Yakutat City and Borough,AK
99757,Yukon-Koyukuk Census Area,AK
99758,Yukon-Koyukuk Census Area,AK
99733,Yukon-Koyukuk Census Area,AK
99740,Yukon-Koyukuk Census Area,AK
99768,Yukon-Koyukuk Census Area,AK
99724,Yukon-Koyukuk Census Area,AK
99691,Yukon-Koyukuk Census Area,AK
99777,Yukon-Koyukuk Census Area,AK
99726,Yukon-Koyukuk Census Area,AK
99745,Yukon-Koyukuk Census Area,AK
99754,Yukon-Koyukuk Census Area,AK
99756,Yukon-Koyukuk Census Area,AK
99788,Yukon-Koyukuk Census Area,AK
99760,Yukon-Koyukuk Census Area,AK
99558,Yukon-Koyukuk Census Area,AK
99720,Yukon-Koyukuk Census Area,AK
99627,Yukon-Koyukuk Census Area,AK
99748,Yukon-Koyukuk Census Area,AK
99722,Yukon-Koyukuk Census Area,AK
99675,Yukon-Koyukuk Census Area,AK
99765,Yukon-Koyukuk Census Area,AK
99781,Yukon-Koyukuk Census Area,AK
99774,Yukon-Koyukuk Census Area,AK
99665,Yukon-Koyukuk Census Area,AK
99767,Yukon-Koyukuk Census Area,AK
99602,Yukon-Koyukuk Census Area,AK
99704,Yukon-Koyukuk Census Area,AK
99590,Yukon-Koyukuk Census Area,AK
99746,Yukon-Koyukuk Census Area,AK
99730,Yukon-Koyukuk Census Area,AK
99741,Yukon-Koyukuk Census Area,AK
86544,Apache County,AZ
86503,Apache County,AZ
86511,Apache County,AZ
86535,Apache County,AZ
86512,Apache County,AZ
86508,Apache County,AZ
86556,Apache County,AZ
86547,Apache County,AZ
85925,Apache County,AZ
85932,Apache County,AZ
86515,Apache County,AZ
85901,Apache County,AZ
85930,Apache County,AZ
86504,Apache County,AZ
86514,Apache County,AZ
85940,Apache County,AZ
86502,Apache County,AZ
86545,Apache County,AZ
86507,Apache County,AZ
85924,Apache County,AZ
86538,Apache County,AZ
85938,Apache County,AZ
86028,Apache County,AZ
86505,Apache County,AZ
86506,Apache County,AZ
86540,Apache County,AZ
85936,Apache County,AZ
85920,Apache County,AZ
85927,Apache County,AZ
85610,Cochise County,AZ
85630,Cochise County,AZ
85603,Cochise County,AZ
85624,Cochise County,AZ
85615,Cochise County,AZ
85650,Cochise County,AZ
85616,Cochise County,AZ
85608,Cochise County,AZ
85627,Cochise County,AZ
85620,Cochise County,AZ
85626,Cochise County,AZ
85613,Cochise County,AZ
85617,Cochise County,AZ
85632,Cochise County,AZ
85636,Cochise County,AZ
85638,Cochise County,AZ
85605,Cochise County,AZ
85606,Cochise County,AZ
85625,Cochise County,AZ
85635,Cochise County,AZ
85602,Cochise County,AZ
85607,Cochise County,AZ
85643,Cochise County,AZ
85611,Cochise County,AZ
85609,Cochise County,AZ
86046,Coconino County,AZ
86005,Coconino County,AZ
86003,Coconino County,AZ
86002,Coconino County,AZ
86023,Coconino County,AZ
86017,Coconino County,AZ
86053,Coconino County,AZ
86018,Coconino County,AZ
85928,Coconino County,AZ
86004,Coconino County,AZ
85931,Coconino County,AZ
86020,Coconino County,AZ
86045,Coconino County,AZ
86036,Coconino County,AZ
86044,Coconino County,AZ
86047,Coconino County,AZ
86435,Coconino County,AZ
86336,Coconino County,AZ
86038,Coconino County,AZ
86022,Coconino County,AZ
86001,Coconino County,AZ
86040,Coconino County,AZ
86339,Coconino County,AZ
86024,Coconino County,AZ
86015,Coconino County,AZ
86011,Coconino County,AZ
86052,Coconino County,AZ
86016,Coconino County,AZ
85544,Gila County,AZ
85192,Gila County,AZ
85542,Gila County,AZ
85554,Gila County,AZ
85541,Gila County,AZ
85135,Gila County,AZ
85539,Gila County,AZ
85532,Gila County,AZ
85501,Gila County,AZ
85547,Gila County,AZ
85545,Gila County,AZ
85553,Gila County,AZ
85546,Graham County,AZ
85543,Graham County,AZ
85550,Graham County,AZ
85531,Graham County,AZ
85530,Graham County,AZ
85536,Graham County,AZ
85548,Graham County,AZ
85551,Graham County,AZ
85552,Graham County,AZ
85643,Graham County,AZ
85535,Graham County,AZ
85540,Greenlee County,AZ
85533,Greenlee County,AZ
85534,Greenlee County,AZ
85922,Greenlee County,AZ
85357,La Paz County,AZ
85348,La Paz County,AZ
85334,La Paz County,AZ
85346,La Paz County,AZ
85344,La Paz County,AZ
85359,La Paz County,AZ
85328,La Paz County,AZ
85325,La Paz County,AZ
85012,Maricopa County,AZ
85008,Maricopa County,AZ
85018,Maricopa County,AZ
85205,Maricopa County,AZ
85204,Maricopa County,AZ
85207,Maricopa County,AZ
85208,Maricopa County,AZ
85211,Maricopa County,AZ
85226,Maricopa County,AZ
85254,Maricopa County,AZ
85260,Maricopa County,AZ
85259,Maricopa County,AZ
85042,Maricopa County,AZ
85051,Maricopa County,AZ
85037,Maricopa County,AZ
85069,Maricopa County,AZ
85296,Maricopa County,AZ
85302,Maricopa County,AZ
85306,Maricopa County,AZ
85392,Maricopa County,AZ
85395,Maricopa County,AZ
85331,Maricopa County,AZ
85335,Maricopa County,AZ
85339,Maricopa County,AZ
85375,Maricopa County,AZ
85351,Maricopa County,AZ
85340,Maricopa County,AZ
85363,Maricopa County,AZ
85387,Maricopa County,AZ
85036,Maricopa County,AZ
85064,Maricopa County,AZ
85244,Maricopa County,AZ
85066,Maricopa County,AZ
85343,Maricopa County,AZ
85545,Maricopa County,AZ
85009,Maricopa County,AZ
85256,Maricopa County,AZ
85034,Maricopa County,AZ
85050,Maricopa County,AZ
85040,Maricopa County,AZ
85060,Maricopa County,AZ
85305,Maricopa County,AZ
85281,Maricopa County,AZ
85269,Maricopa County,AZ
85312,Maricopa County,AZ
85275,Maricopa County,AZ
85381,Maricopa County,AZ
85127,Maricopa County,AZ
85261,Maricopa County,AZ
85068,Maricopa County,AZ
85147,Maricopa County,AZ
85385,Maricopa County,AZ
85287,Maricopa County,AZ
85014,Maricopa County,AZ
85015,Maricopa County,AZ
85206,Maricopa County,AZ
85224,Maricopa County,AZ
85249,Maricopa County,AZ
85248,Maricopa County,AZ
85021,Maricopa County,AZ
85282,Maricopa County,AZ
85286,Maricopa County,AZ
85298,Maricopa County,AZ
85326,Maricopa County,AZ
85378,Maricopa County,AZ
85374,Maricopa County,AZ
85361,Maricopa County,AZ
85388,Maricopa County,AZ
85383,Maricopa County,AZ
85252,Maricopa County,AZ
85342,Maricopa County,AZ
85061,Maricopa County,AZ
85026,Maricopa County,AZ
85139,Maricopa County,AZ
85143,Maricopa County,AZ
85006,Maricopa County,AZ
85016,Maricopa County,AZ
85120,Maricopa County,AZ
85209,Maricopa County,AZ
85215,Maricopa County,AZ
85044,Maricopa County,AZ
85054,Maricopa County,AZ
85283,Maricopa County,AZ
85121,Maricopa County,AZ
85236,Maricopa County,AZ
85214,Maricopa County,AZ
85074,Maricopa County,AZ
85010,Maricopa County,AZ
85119,Maricopa County,AZ
85320,Maricopa County,AZ
85017,Maricopa County,AZ
85251,Maricopa County,AZ
85257,Maricopa County,AZ
85253,Maricopa County,AZ
85216,Maricopa County,AZ
85041,Maricopa County,AZ
85297,Maricopa County,AZ
85263,Maricopa County,AZ
85318,Maricopa County,AZ
85354,Maricopa County,AZ
85355,Maricopa County,AZ
85373,Maricopa County,AZ
85353,Maricopa County,AZ
85345,Maricopa County,AZ
85299,Maricopa County,AZ
85002,Maricopa County,AZ
85246,Maricopa County,AZ
85001,Maricopa County,AZ
85003,Maricopa County,AZ
85007,Maricopa County,AZ
85011,Maricopa County,AZ
85202,Maricopa County,AZ
85203,Maricopa County,AZ
85086,Maricopa County,AZ
85085,Maricopa County,AZ
85250,Maricopa County,AZ
85258,Maricopa County,AZ
85225,Maricopa County,AZ
85029,Maricopa County,AZ
85028,Maricopa County,AZ
85083,Maricopa County,AZ
85023,Maricopa County,AZ
85031,Maricopa County,AZ
85019,Maricopa County,AZ
85266,Maricopa County,AZ
85295,Maricopa County,AZ
85268,Maricopa County,AZ
85327,Maricopa County,AZ
85323,Maricopa County,AZ
85267,Maricopa County,AZ
85329,Maricopa County,AZ
85377,Maricopa County,AZ
85338,Maricopa County,AZ
85080,Maricopa County,AZ
85280,Maricopa County,AZ
85277,Maricopa County,AZ
85380,Maricopa County,AZ
85046,Maricopa County,AZ
85071,Maricopa County,AZ
85078,Maricopa County,AZ
85079,Maricopa County,AZ
85376,Maricopa County,AZ
85372,Maricopa County,AZ
85076,Maricopa County,AZ
85013,Maricopa County,AZ
85087,Maricopa County,AZ
85212,Maricopa County,AZ
85234,Maricopa County,AZ
85213,Maricopa County,AZ
85020,Maricopa County,AZ
85027,Maricopa County,AZ
85022,Maricopa County,AZ
85033,Maricopa County,AZ
85024,Maricopa County,AZ
85082,Maricopa County,AZ
85301,Maricopa County,AZ
85303,Maricopa County,AZ
85307,Maricopa County,AZ
85262,Maricopa County,AZ
85311,Maricopa County,AZ
85285,Maricopa County,AZ
85379,Maricopa County,AZ
85382,Maricopa County,AZ
85067,Maricopa County,AZ
85264,Maricopa County,AZ
85322,Maricopa County,AZ
85030,Maricopa County,AZ
85333,Maricopa County,AZ
85004,Maricopa County,AZ
85201,Maricopa County,AZ
85142,Maricopa County,AZ
85255,Maricopa County,AZ
85233,Maricopa County,AZ
85210,Maricopa County,AZ
85045,Maricopa County,AZ
85048,Maricopa County,AZ
85032,Maricopa County,AZ
85035,Maricopa County,AZ
85043,Maricopa County,AZ
85053,Maricopa County,AZ
85063,Maricopa County,AZ
85304,Maricopa County,AZ
85308,Maricopa County,AZ
85284,Maricopa County,AZ
85310,Maricopa County,AZ
85396,Maricopa County,AZ
85390,Maricopa County,AZ
85337,Maricopa County,AZ
85309,Maricopa County,AZ
85271,Maricopa County,AZ
85274,Maricopa County,AZ
85070,Maricopa County,AZ
85005,Maricopa County,AZ
86442,Mohave County,AZ
86440,Mohave County,AZ
86405,Mohave County,AZ
86436,Mohave County,AZ
86431,Mohave County,AZ
86404,Mohave County,AZ
86402,Mohave County,AZ
86430,Mohave County,AZ
86443,Mohave County,AZ
86433,Mohave County,AZ
86439,Mohave County,AZ
86411,Mohave County,AZ
86427,Mohave County,AZ
86444,Mohave County,AZ
86021,Mohave County,AZ
86413,Mohave County,AZ
86403,Mohave County,AZ
86446,Mohave County,AZ
86406,Mohave County,AZ
86441,Mohave County,AZ
86412,Mohave County,AZ
86437,Mohave County,AZ
86432,Mohave County,AZ
86401,Mohave County,AZ
86426,Mohave County,AZ
86429,Mohave County,AZ
86434,Mohave County,AZ
86409,Mohave County,AZ
86445,Mohave County,AZ
86438,Mohave County,AZ
85360,Mohave County,AZ
85935,Navajo County,AZ
86031,Navajo County,AZ
85934,Navajo County,AZ
85933,Navajo County,AZ
86033,Navajo County,AZ
85926,Navajo County,AZ
86034,Navajo County,AZ
86029,Navajo County,AZ
85911,Navajo County,AZ
86025,Navajo County,AZ
86032,Navajo County,AZ
86047,Navajo County,AZ
85901,Navajo County,AZ
85902,Navajo County,AZ
85939,Navajo County,AZ
86520,Navajo County,AZ
86510,Navajo County,AZ
86043,Navajo County,AZ
86042,Navajo County,AZ
85929,Navajo County,AZ
85937,Navajo County,AZ
86039,Navajo County,AZ
85928,Navajo County,AZ
85942,Navajo County,AZ
86054,Navajo County,AZ
86030,Navajo County,AZ
85923,Navajo County,AZ
85941,Navajo County,AZ
85645,Pima County,AZ
85743,Pima County,AZ
85752,Pima County,AZ
85725,Pima County,AZ
85619,Pima County,AZ
85724,Pima County,AZ
85704,Pima County,AZ
85711,Pima County,AZ
85703,Pima County,AZ
85715,Pima County,AZ
85726,Pima County,AZ
85714,Pima County,AZ
85634,Pima County,AZ
85723,Pima County,AZ
85321,Pima County,AZ
85705,Pima County,AZ
85710,Pima County,AZ
85755,Pima County,AZ
85749,Pima County,AZ
85721,Pima County,AZ
85744,Pima County,AZ
85601,Pima County,AZ
85622,Pima County,AZ
85730,Pima County,AZ
85741,Pima County,AZ
85747,Pima County,AZ
85717,Pima County,AZ
85740,Pima County,AZ
85728,Pima County,AZ
85706,Pima County,AZ
85614,Pima County,AZ
85653,Pima County,AZ
85637,Pima County,AZ
85712,Pima County,AZ
85734,Pima County,AZ
85746,Pima County,AZ
85751,Pima County,AZ
85731,Pima County,AZ
